lemma	codlem	gen	codmorf	keep	throwLst
acceptio	N3B	f	NcC	a0256	D02C6
acceptor	N3B	m	NcC	a0259	D02C7,D02C8
acceptorium	N2	n	NcB	D02C9	D02CA,D02CB
accessa	N1	f	NcA	a0239	D02CH,D02D0
accessibilis	N3A	*	Af-	a0263	D02D2
accessio	N3B	f	NcC	a0265	D02D4,D02D5,D02D6,D02D3
accessor	N3B	m	NcC	D02D8	D02D9,D02DA,D02DB
accessus	N4	m	NcD	a0239	D02DF
acciarium	N2	n	NcB	D02E6	D02E7
accidentia	N1	f	NcA	a0267	D02F1,D02F2,D02F0
accidia	N1	f	NcA	D02F5	D02F6
accingo	V3		VmH	a0272	D02G3
accino	V3		VmH	a0236	D02G1
accipio	V5		VmM	a0275	D02G9,D02GA
accipitrina	N1	f	NcA	a0273	D02GF
acclamatio	N3B	f	NcC	a0282	D02HD
acclamo	V1		VmF	a0283	D02HB,D02HC,D02HA
acclinatorium	N2	n	NcB	a0286	D0300
acclinis	N3A	*	Af-	a0287	D0301
accliuus	N2/1	*	Af-	a0289	D0305
accolo	V3		VmH	a0294	D030H
accommodo	V1		VmF	a0298	D031C,D031D
accordamentum	N2	n	NcB	D0325	D0326,D0327
accredo	V3		VmH	a0301	D0337,D0336
accubitor	N3B	m	NcC	a0309	D0343
accubitus	N4	m	NcD	a9990	D0347,D0348,D0344,D0345,D0346
accuro	V1		VmF	a0320	D0357
accusatio	N3B	f	NcC	a0323	D0361
accusatiuus	N2	m	NcB	a0324	D0362
acedia	N1	f	NcA	a0330	D0368
aceo	V2		VmG	a0333	D0388,D0389
acera	N1	f	NcA	D037D	D037E,D037F,D037G
acerba	N1	f	NcA	D0382	D0383
acerium	N2	n	NcB	D038F	D038G
acerosus	N2/1	*	Af-	a0345	D0393
acerra	N1	f	NcA	a0346	D0394
aceruo	V1		VmF	a0352	D0398
acetosus	N2/1	*	Af-	a0359	D03A3
acha	N1	f	NcA	D03A9	D03AA
achachia	N1	f	NcA	D03AB	D03AC
acharis	N3A	*	Af-	a0363	D03BB
achatum	N2	n	NcB	D03C0	D03C1
achatus	N2	m	NcB	D03C2	D03C3,D03C4
achia	N1	f	NcA	D03CG	D03CH,D03D0
achor	N3B	m	NcC	a0370	D03DF
achta	N1	f	NcA	D03E4	D03E5
acia	N1	f	NcA	a0374	D03EE,D03EA,D03EB,D03EC,D03ED
aciarium	N2	n	NcB	D03F0	D03F1
acidulus	N2/1	*	Af-	a0376	D03F9
acies	N5	f	NcE	a0379	D03FG,D03FH,D03FD,D03FF
acinus	N2	m	NcB	a0385	D03GA
acisco	V3		VmH	a0333	D03GE
aciscularius	N2	m	NcB	a0388	D03GH
acisculum	N2	n	NcB	a0387	D03H0
acor	N3B	m	NcC	a0402	D041F,D041G
acora	N1	f	NcA	D041H	D0420
acordatus	N2/1	*	Af-	D0423	D0424
acquieto	V1		VmF	D0438	D0439
acquiro	V3		VmH	a0407	D043D
acquisitio	N3B	f	NcC	a0408	D043H
acquitamentum	N2	n	NcB	D0443	D0444
acquito	V1		VmF	D0446	D0447
acra	N1	f	NcA	D044B	D044C
acredula	N1	f	NcA	a0414	D0451,D0452
acrimonia	N1	f	NcA	a0417	D045E
acroma	N3B	n	NcC	D0471	D0472
acrotilia	N2	n	NcB	D047D	D047E
acta	N1	f	NcA	a0436	D0489,D0488
acte	N1	f	NcA	a0439	D048H
actinosus	N2/1	*	Af-	a0442	D049C
actio	N3B	f	NcC	a0441	D049F,D049H,D049D,D049E
actionaria	N1	f	NcA	D04A3	D04A4
actionarius	N2	m	NcB	a0443	D04A6
actito	V1		VmF	a0445	D04A9
actiuitas	N3B	f	NcC	a9446	D04AB
actius	N2/1	*	Af-	1487	D04AC
actiuus	N2/1	*	Af-	a0447	D04AE
actor	N3B	m	NcC	a0448	D04B0,D04B1,D04B2
actualis	N3A	*	Af-	a0451	D04B7
actuarii	N2	m	NcB	D04BG	D04C0,D04C1
actuarius	N2	m	NcB	a0453	D04BE
actuarius	N2/1	*	Af-	a0453	D04BF,D04BH
actum	N2	n	NcB	a9991	D04C7
actus	N4	m	NcD	a9991	D04CF,D04CB,D04CG,D04CC,D04CD,D04CE
acuarius	N2	m	NcB	a8918	D04D6
acucula	N1	f	NcA	a0458	D04DF,D04DG
acula	N1	f	NcA	a0456	D04E3,D04E4
aculeus	N2	m	NcB	a0460	D04E6,D04E7
acumino	V1		VmF	a0463	D04EF
acupedium	N2	n	NcB	a0198	D04F1
acupictus	N2/1	*	Af-	a0466	D04F3
acustumo	V1		VmF	D04FE	D04FF
acuta	N1	f	NcA	D04FG	D04FH,D04G0
acutela	N1	f	NcA	a0474	D04G3
acutus	N2	m	NcB	D04GD	D04GE
ad	I		X--	a0479	D04H8,D04H9,1580
adaequatio	N3B	f	NcC	a0481	D04HD
adaeque	I		X--	a0482	D04HE
adaeratio	N3B	f	NcC	a0484	D04HH
adaero	V1		VmF	a0485	D04HF,D04HG
adamplio	V1		VmF	a0501	D051E
adapto	V1		VmF	a0505	D051G
adaquagium	N2	n	NcB	D0521	D0522
adaquo	V1		VmF	D0524	D0525,D0526,D0527
adasia	N1	f	NcA	a9972	D052H
adbibo	V3		VmH	a0516	D053B
adcensatarius	N2/1	*	Af-	D0544	D0545
addisco	V3		VmH	a0530	D056D
additio	N3B	f	NcC	a0533	D056F
adductio	N3B	f	NcC	a0543	D0575
ademprum	N2	n	NcB	D057G	D057H
ademptio	N3B	f	NcC	a0550	D0582
adeptus	N4	m	NcD	a0638	D058C
adescatio	N3B	f	NcC	a0558	D0590
adesco	V1		VmF	a0559	D058H
adhaero	V3		VmH	D05BH	D05C0,D05C1
adhibeo	V2		VmG	a0565	D05CB
adhospito	V1		VmF	a0574	D05CG
adibilis	N3A	*	Af-	a0581	D05DC
adicio	V5		VmM	a0586	D05DD
adiectamentum	N2	n	NcB	a0582	D05DH
adiectus	N4	m	NcD	a9996	D05E2
adigo	V3		VmH	a0585	D05E5
adinquiro	V3		VmH	a0597	D05EF
adinuentio	N3B	f	NcC	a0601	D05EH
adiorno	V1		VmF	D05F5	D05F6
adipalis	N3A	*	Af-	a0604	D05F9
adiudico	V1		VmF	a0617	D05G9
adiunctio	N3B	f	NcC	a0620	D05GB
adiungo	V3		VmH	a0623	D05GF
adiuro	V1		VmF	a0628	D05GH
adiutorium	N2	n	NcB	a0632	D05H6
adiuuamentum	N2	n	NcB	a0635	D05H9
admensuro	V1		VmF	D0620	D0621
adminiculatio	N3B	f	NcC	a0651	D062H
adminiculator	N3B	m	NcC	a0652	D0631
adminiculum	N2	n	NcB	a0857	D0632
administratio	N3B	f	NcC	a0657	D0635
administrator	N3B	m	NcC	a0660	D0636
admirabilis	N3A	*	Af-	a0663	D063C,D063A,D063B
admiratio	N3B	f	NcC	a0665	D0640,D0641
admirator	N3B	m	NcC	a0667	D0642
admisceo	V2		VmG	a0669	D0645
admissio	N3B	f	NcC	a0671	D064E
admissum	N2	n	NcB	a9998	D064G
admissura	N1	f	NcA	a0656	D064H
admitto	V3		VmH	a0676	D0653,D0652
admodio	V1		VmF	D0656	D0657
admodum	I		X--	a0681	D0658
admonitio	N3B	f	NcC	a0685	D065B,D065C
admonitor	N3B	m	NcC	a0687	D065D
admonitum	N2	n	NcB	a0711	D065F
adnato	V1		VmF	a0700	D066D
adno	V1		VmF	a0709	D066C
adnotamentum	N2	n	NcB	a0712	D0674
adnumerator	N3B	m	NcC	a2073	D067A
adnuo	V3		VmH	a0721	D0678
adobo	V1		VmF	D067G	D067H
adonium	N2	n	NcB	a0728	D068F
adoperor	V1		VmF	a0730	D068G
adoptio	N3B	f	NcC	a0738	D0695
adopto	V1		VmF	a0740	D0691
adordino	V1		VmF	a0748	D069D
adoria	N1	f	NcA	a0750	D069H
adorno	V1		VmF	a0752	D06A5
adoro	V1		VmF	a0753	D0697
adpuncto	V1		VmF	D06C5	D06C6
adrasteus	N2/1	*	Af-	2206	D06D3
adriacus	N2/1	*	Af-	2228	D06E2
adrumo	V1		VmF	a0759	D06EG
adtitulo	V1		VmF	D070H	D0710
aduantagium	N2	n	NcB	D071D	D071E
aduenimentum	N2	n	NcB	D072D	D072E
aduentagium	N2	n	NcB	D072F	D072G
aduentio	N3B	f	NcC	D0732	D0733
aduentor	N3B	m	NcC	a0775	D0737
aduentoria	N1	f	NcA	a0776	D0738
aduentus	N4	m	NcD	a8886	D073H,D0740,D0741,D0742,D073G
aduerbium	N2	n	NcB	a0779	D0747
aduero	V1		VmF	D0743	D0744
aduersaria	N2	n	NcB	a1288	D074A
aduersio	N3B	f	NcC	a0789	D074D
aduersor	V1		VmF	a0793	D0749
aduerto	V3		VmH	a0796	D0751
aduiuo	V3		VmH	a0800	D0766
adula	N1	f	NcA	D0767	D0768
adulatio	N3B	f	NcC	a0802	D076B
adulterium	N2	n	NcB	a0819	D0770
adumbratio	N3B	f	NcC	a9821	D0775
aduncus	N2/1	*	Af-	a0826	D077B
aduno	V1		VmF	a9962	D0776
aduocata	N1	f	NcA	a0794	D0785
aduoco	V1		VmF	a0829	D0780,D0781,D0782,D077F,D077H
aduro	V3		VmH	a0836	D0792
adytum	N2	n	NcB	a0839	D079C
aecentia	N1	f	NcA	D079F	D079G
aedificatio	N3B	f	NcC	a0845	D07AC,D07AD
aedificator	N3B	m	NcC	a0847	D07AF
aedificatorius	N2/1	*	Af-	a0848	D07AH
aedificium	N2	n	NcB	a0851	D07B1
aedifico	V1		VmF	a0852	D07A7,D07A9
aedilis	N3B	m	NcC	D07B3	D07B4
aedilitas	N3B	f	NcC	a0856	D07B5
aegithus	N2	m	NcB	a0872	D07BH
aegrimonia	N1	f	NcA	a0881	D07C2
aegrimonium	N2	n	NcB	a0881	D07C3
aeneum	N2	n	NcB	a2271	D07D5
aeneus	N2/1	*	Af-	a2286	D07D7
aenigmatice	I		X--	a0906	D07D9
aenigmatista	N1	m	NcA	a0907	D07DA
aenulum	N2	n	NcB	a0909	D07DE
aenum	N2	n	NcB	D07DF	D07DG
aequamentum	N2	n	NcB	a0918	D07E6
aequatio	N3B	f	NcC	a0922	D07EC
aequator	N3B	m	NcC	a0923	D07ED
aequilauium	N2	n	NcB	a0936	D07F2
aequimanus	N2/1	*	Af-	a0941	D07F7
aequipar	N3A	*	Af-	a0944	D07F9
aequipero	V1		VmF	a0951	D07FF
aequiternus	N2/1	*	Af-	a0958	D07G3
aequito	V1		VmF	D07G1	D07G2
aequiualentia	N1	f	NcA	D07G4	D07G5
aequiuocus	N2/1	*	Af-	a0960	D07G9,D07GA
aeramentum	N2	n	NcB	a0969	D07H3
aerator	N3B	m	NcC	a0971	D07H6
aereus	N2	m	NcB	a0974	D07HD
aeria	N1	f	NcA	D07HG	D07HH
aeromantia	N1	f	NcA	a0988	D0805
aesculator	N3B	m	NcC	a1015	D0812
aesculus	N2	f	NcB	a1013	D0813
aestimatio	N3B	f	NcC	a1020	D081C
aestimium	N2	n	NcB	a1023	D081D
aestimum	N2	n	NcB	D081E	D081F
aestiua	N2	n	NcB	a1030	D081G
aestiuo	V1		VmF	a1028	D0821
aestuarium	N2	n	NcB	a1032	D0825
aesum	N2	n	NcB	a8036	D0826
aetas	N3B	f	NcC	a1037	D0827
aetatula	N1	f	NcA	a1038	D0828
aeternabilis	N3A	*	Af-	a1039	D082A
aeuum	N2	n	NcB	D083A	D083B
affabilis	N3A	*	Af-	a1061	D0849
affabilitas	N3B	f	NcC	a1062	D084A
affaitamentum	N2	n	NcB	D0856	D0857
affaito	V1		VmF	D0858	D0859
affamentum	N2	n	NcB	D085H	D0860
affare	N3B	n	NcC	D0865	D0866
affarium	N2	n	NcB	D0868	D0869
affectio	N3B	f	NcC	a1072	D0879,D087A
affectuosus	N2/1	*	Af-	a1078	D087E
afficio	V5		VmM	a1081	D0897
affidamentum	N2	n	NcB	D089F	D08A0,D089G,D089H
affidatio	N3B	f	NcC	D08A5	D08A6
affido	V1		VmF	D08A2	D08A3,D08A4
affigo	V3		VmH	a1084	D08AD
affiliatio	N3B	f	NcC	a1086	D08AH
affirmamentum	N2	n	NcB	D08BC	D08BD
affirmo	V1		VmF	a1093	D08BF,D08BH,D08BE
affixio	N3B	f	NcC	a1094	D08C6,D08C7
afflictio	N3B	f	NcC	a8102	D08CE
afflictus	N4	m	NcD	a8891	D08CH
affligo	V3		VmH	a1104	D08D0
afflo	V1		VmF	a1105	D08CB
affluentia	N1	f	NcA	a1106	D08D3
affluitas	N3B	f	NcC	a1107	D08D5
affollo	V1		VmF	D08DF	D08DG
afforamentum	N2	n	NcB	D08E4	D08E5
afforesto	V1		VmF	D08EH	D08F0
affossado	V1		VmF	D08F5	D08F6
affranco	V1		VmF	D08FE	D08FF
affronto	V1		VmF	D08HC	D08HD
affurcillo	V1		VmF	a1120	D090C
africanus	N2	m	NcB	D0924	D0925
africia	N1	f	NcA	a1123	D0927
agaga	N1	f	NcA	a1124	D093B
agagula	N1	f	NcA	a1125	D093D
agamus	N2	m	NcB	a1127	D0947
agape	N3B	n	NcC	D094F	D094G,D094H
agareni	N2/1	*	Af-	3392	D0954
agea	N1	f	NcA	a1133	D096G,D0970
agellus	N2	m	NcB	a1135	D0979,D0978
ager	N2	m	NcB	a1137	D098B
aggaudeo	V2		VmG	a1140	D099A
aggero	V1		VmF	a1150	D099E
aggestus	N4	m	NcD	a8893	D09A0
aggrauatio	N3B	f	NcC	a1155	D09AB
aggregatio	N3B	f	NcC	a9966	D09B3
aggressura	N1	f	NcA	a1162	D09B7
aggressus	N4	m	NcD	a1202	D09B8
agia	N1	f	NcA	D09BC	D09BD,D09BE
agina	N1	f	NcA	a1167	D09CE,D09CF
agipes	N3A	*	Af-	a1170	D09D5
agitatio	N3B	f	NcC	a1172	D09DC
agla	N1	f	NcA	D09DH	D09E0
agnatio	N3B	f	NcC	a1185	D09F6,D09F5
agnina	N1	f	NcA	a1194	D09G0
agnitio	N3B	f	NcC	a1195	D09G1
agnomentum	N2	n	NcB	a1199	D09G4
agnulus	N2	m	NcB	a1206	D09G6
agnus	N2	m	NcB	a1207	D09G7
ago	V3		VmH	a1208	D098G
agonista	N1	f	NcA	D09H9	D09HA
agonisticus	N2/1	*	Af-	a1215	D09HD
agonizo	V1		VmF	D09HF	D09HG,D09HH,D0A00
agonus	N2	m	NcB	a1220	D0A07
agoranomus	N2	m	NcB	a1221	D0A08
agorius	N2/1	*	Af-	3677	D0A0C
agra	N1	f	NcA	D0A13	D0A14
agraticum	N2	n	NcB	a1227	D0A2A
agrauo	V1		VmF	D0A2D	D0A2E
agricolatio	N3B	f	NcC	a1235	D0A4A
agrimonia	N1	f	NcA	a1239	D0A55
agro	N		NcP	D0A69	D0A6A
aguilla	N1	f	NcA	D0A7H	D0A80
agula	N1	f	NcA	D0A86	D0A87
agulha	N1	f	NcA	D0A89	D0A8A
agulia	N1	f	NcA	D0A8D	D0A8E
aia	N1	f	NcA	D0AA9	D0AAA
aiacentiae	N1	f	NcA	D0AAB	D0AAE
aiacis	N3B	f	NcC	D0AAC	D0AAD
aiuga	N1	f	NcA	a1253	D0ADG
ala	N1	f	NcA	a1256	D0AEF,D0AEB,D0AEG,D0AEC,D0AEH,D0AED,D0AEE
alabandicus	N2/1	*	Af-	3854	D0AF4
alabrum	N2	n	NcB	a1261	D0AG1
alacrimonia	N1	f	NcA	a1263	D0AG7
alae	N1	f	NcA	D0AGD	D0AGE,D0AGF
alapa	N1	f	NcA	a1265	D0B00
alapator	N3B	m	NcC	a1266	D0B03
alargo	V1		VmF	D0B0H	D0B10
alaris	N3A	*	Af-	a1268	D0B14
alatus	N2/1	*	Af-	a1272	D0B1F
alauda	N1	f	NcA	a1273	D0B20
alausa	N1	f	NcA	a1274	D0B28
alba	N1	f	NcA	a1311	D0B2E,D0B2F,D0B2B,D0B2G,D0B2C,D0B2H,D0B2D,D0B30
albani	N2/1	*	Af-	3935	D0B3G
albara	N1	f	NcA	D0B46	D0B47
albaranus	N2	m	NcB	D0B4A	D0B4B
albarellus	N2	m	NcB	D0B4G	D0B4H
albarium	N2	n	NcB	a1277	D0B52
albata	N1	f	NcA	D0B58	D0B59
alberc	N		NcP	D0B67	D0B68
albergator	N3B	m	NcC	D0B6B	D0B6C
albicasco	V3		VmH	a1285	D0B80
albineus	N2/1	*	Af-	a1295	D0B8G
albini	N2	m	NcB	D0B8H	D0B90
albinum	N2	n	NcB	D0B92	D0B93
albor	N3B	m	NcC	a1302	D0B9E
album	N2	n	NcB	a1311	D0BA7
alburnum	N2	n	NcB	a1310	D0BAD
alburnus	N2	m	NcB	a1310	D0BAF
albus	N2	m	NcB	D0BAH	D0BB0
albus	N2/1	*	Af-	a1311	4040,D0BAG
alce	N1	f	NcA	a1312	D0BC3
alcea	N1	f	NcA	a1313	D0BC4
alcus	N2	m	NcB	D0BDE	D0BDF,D0BDG
aldea	N1	f	NcA	D0BE0	D0BE1
alea	N1	f	NcA	a1324	D0BEC,D0BEA,D0BEB
alectoria	N1	f	NcA	a1330	D0BF4
alena	N1	f	NcA	D0BG2	D0BG3
aleya	N1	f	NcA	D0C03	D0C04
alfenus	N2/1	*	Af-	4215	D0C0E
alfita	N1	f	NcA	D0C13	D0C14
algebra	N1	f	NcA	D0C29	D0C2A
algus	N4	m	NcD	a1345	D0C3B
alia	N1	f	NcA	D0C41	D0C42
aliatus	N2/1	*	Af-	a0879	D0C4D
alicula	N1	f	NcA	a1322	D0C59
alieniloquium	N2	n	NcB	a1360	D0C60
alienus	N2/1	*	Af-	a1363	D0C61,D0C62
alimonia	N1	f	NcA	a1370	D0C7G
alimonium	N2	n	NcB	a1370	D0C7H
alipilarius	N2	m	NcB	a1375	D0C93
aliubi	I		X--	a9214	D0CBC
alium	N2	n	NcB	a1382	D0CBF
alla	N1	f	NcA	D0CC9	D0CCA
allabor	V3		VmH	a1384	D0CCE
allasson	N3A	*	Af-	a1389	D0CD9
allatura	N1	f	NcA	D0CDE	D0CDF
allectatio	N3B	f	NcC	a1395	D0CE7
allegatio	N3B	f	NcC	a1402	D0CF5
allego	V1		VmF	a1403	D0CF3,D0CF4
alleta	N1	m	NcA	D0CH6	D0CH7
alleuamentum	N2	n	NcB	a1410	D0CHA,D0CHB
alleuio	V1		VmF	a1414	D0D00
alligantia	N1	f	NcA	D0D16	D0D17
alligati	N2	m	NcB	D0D19	D0D1A
alligatio	N3B	f	NcC	a1421	D0D1B
alligo	V1		VmF	a1424	D0D18
allisio	N3B	f	NcC	a1427	D0D26
allocatus	N2	m	NcB	D0D35	D0D36,D0D37
alloco	V1		VmF	D0D31	D0D32,D0D33
allodium	N2	n	NcB	D0D40	D0D41,D0D42,D0D43
allogio	V1		VmF	D0D4E	D0D4F
allongo	V1		VmF	D0D53	D0D54
allophylus	N2/1	*	Af-	a1432	D0D58
alloquor	V3		VmH	a1434	D0D60
allota	N1	f	NcA	D0D65	D0D66
allubesco	V3		VmH	a1436	D0D6F
alluceo	V2		VmG	a1437	D0D70
alluta	N1	f	NcA	D0D80	D0D81
alluuio	N3B	f	NcC	a1447	D0D89
alluuium	N2	n	NcB	a1448	D0D8B,D0D8C
alluuius	N2/1	*	Af-	a1448	D0D8D
almificus	N2/1	*	Af-	a1450	D0DA9
almitas	N3B	f	NcC	a1452	D0DAF,D0DAG
almities	N5	f	NcE	a1453	D0DAH
almus	N2/1	*	Af-	a1454	D0DC8
alo	V1		VmF	D0B0E	D0B0F,D0B0G
alogia	N1	f	NcA	a1460	D0DEE,D0DEF
alogiamentum	N2	n	NcB	D0DEG	D0DEH
alogus	N2/1	*	Af-	a1462	D0DF3
alor	N3B	m	NcC	D0DG5	D0DG6
alpes	N3B	f	NcC	D0DH5	D0DH6,D0DH7
alpha	N		NcP	D0DHA	D0DHB,D0DHC,D0DHD
alphabetum	N2	n	NcB	a1469	D0DHE,D0DHF,D0DHG
alsatia	N1	f	NcA	D0E21	D0E22
alsine	N1	f	NcA	a1472	D0E28
altanus	N2	m	NcB	a1479	D0E38,D0E39,D0E37
altare	N3B	n	NcC	D0E3E	D0E40,D0E41,D0E3F,D0E42,D0E3G,D0E43,D0E3H
altarium	N2	n	NcB	a1480	D0E4A,D0E4B
altea	N1	f	NcA	D0E4F	D0E4G
altercor	V1		VmF	D0E5A	D0E5B
alteritas	N3B	f	NcC	a8488	D0E5G,D0E5F
alternamentum	N2	n	NcB	a1491	D0E5H
alternatio	N3B	f	NcC	a8490	D0E62
alternitas	N3B	f	NcC	a1492	D0E66,D0E65
alterno	V1		VmF	a1493	D0E60,D0E61
alterplex	N3A	*	Af-	a1497	D0E67
alticomus	N2/1	*	Af-	a1507	D0E6F
altiliarius	N2	m	NcB	a1512	D0E73
altilis	N3A	*	Af-	a1513	D0E75
altilitas	N3B	f	NcC	a1514	D0E76
altithronus	N2/1	*	Af-	a1520	D0E7H
alto	V1		VmF	a1527	D0E3D
altrinsecus	I		X--	a1529	D0E89,D0E8A
altum	N2	n	NcB	a8929	D0E8F,D0E8G
alueolum	N2	n	NcB	a1543	D0EA3
alueolus	N2	m	NcB	a1543	D0EA4,D0EA5,D0EA6
aluetum	N2	n	NcB	D0EAB	D0EAC
alueum	N2	n	NcB	a1544	D0EAD
alueus	N2	m	NcB	a1544	D0EAE
alum	N2	n	NcB	a1547	D0EB3
alumnus	N2/1	*	Af-	a1554	D0EBG
aluta	N1	f	NcA	a1555	D0ECB
alzo	V1		VmF	D0EDA	D0EDB
ama	N1	f	NcA	D0EDD	D0EDE,D0EDF
amala	N1	f	NcA	D0EEB	D0EEC
amando	V1		VmF	a1570	D0EF8
amaneo	V2		VmG	a1571	D0EFE
amannus	N2	m	NcB	D0EFH	D0EG0
amaracum	N2	n	NcB	a1574	D0EG6
amarellus	N2	m	NcB	D0EGC	D0EGF,D0EGD,D0EGE
amaresco	V3		VmH	a1576	D0EGH
amarica	N1	f	NcA	D0EH1	D0EH2
amaricatio	N3B	f	NcC	a1577	D0EH5
amaritas	N3B	f	NcC	a1580	D0F01
amaritia	N1	f	NcA	a1581	D0F02
amarus	N2/1	*	Af-	a1589	D0F0C
amasco	V3		VmH	a1590	D0F12,D0F11
amaso	V1		VmF	D0F0F	D0F0G,D0F0H
amasso	V1		VmF	D0F1C	D0F1D
amatio	N3B	f	NcC	a8593	D0F23
amatiuus	N2/1	*	Af-	D0F25	D0F26
amatus	N2	m	NcB	a1730	D0F2B
ambactus	N2	m	NcB	a1603	D0F2E
ambagiosus	N2/1	*	Af-	a1606	D0F33
ambidexter	N2/1	*	Af-	a1617	D0F50,D0F51
ambiguum	N2	n	NcB	a1624	D0F64,D0F65
